Julian,Julian_new,Year,Month,Day,Species,Latitude,Longitude,Group.Size,Whales_per_day,Whales_per_day_effort_correct,Whales_per_month,Whales_per_year,Trip_Duration_min,Day_Duration_min,Day_Duration_hour,Time,Year_char,MAG_Comments
1/30/2018,30,2018,1,30,Mn,-64.829845,-64.1292,1,9,1.542857142857143,58,176,280,350,5.833333333333333,14:54,2018,
1/30/2018,30,2018,1,30,Mn,-64.829845,-64.1292,2,9,1.542857142857143,58,176,280,350,5.833333333333333,15:24,2018,
1/30/2018,30,2018,1,30,Mn,-64.835733,-64.04831,1,9,1.542857142857143,58,176,280,350,5.833333333333333,15:29,2018,
1/30/2018,30,2018,1,30,Mn,-64.8125,-63.840562,4,9,1.542857142857143,58,176,280,350,5.833333333333333,16:57,2018,
1/30/2018,30,2018,1,30,Mn,-64.807282,-63.845468,1,9,1.542857142857143,58,176,280,350,5.833333333333333,17:06,2018,
1/31/2018,31,2018,1,31,Mn,-64.753058,-64.123272,1,3,2,58,176,90,90,1.5,9:23,2018,
1/31/2018,31,2018,1,31,Mn,-64.806983,-64.061292,2,3,2,58,176,90,90,1.5,10:09,2018,
2/1/2018,32,2018,2,1,Mn,-64.784207,-64.026758,1,2,0.375,56,176,320,320,5.333333333333333,12:03,2018,
2/1/2018,32,2018,2,1,Mn,-64.787175,-63.997155,1,2,0.375,56,176,320,320,5.333333333333333,13:50,2018,
2/2/2018,33,2018,2,2,Mn,-64.793477,-64.087308,2,4,1.7142857142857142,56,176,140,140,2.3333333333333335,10:04,2018,
2/2/2018,33,2018,2,2,Mn,-64.789748,-64.069628,2,4,1.7142857142857142,56,176,140,140,2.3333333333333335,10:25,2018,
2/4/2018,35,2018,2,4,Mn,-64.80913,-63.985442,2,9,1.4594594594594594,56,176,180,370,6.166666666666667,10:10,2018,
2/4/2018,35,2018,2,4,Mn,-64.810737,-63.99547,1,9,1.4594594594594594,56,176,180,370,6.166666666666667,10:10,2018,
2/4/2018,35,2018,2,4,Mn,-64.755788,-64.110997,2,9,1.4594594594594594,56,176,180,370,6.166666666666667,12:09,2018,
2/4/2018,35,2018,2,4,Mn,-64.758465,-64.122485,1,9,1.4594594594594594,56,176,180,370,6.166666666666667,12:12,2018,
2/4/2018,35,2018,2,4,Mn,-64.781038,-64.118795,3,9,1.4594594594594594,56,176,190,370,6.166666666666667,14:05,2018,
2/5/2018,36,2018,2,5,Mn,-64.765638,-64.135937,1,2,0.4,56,176,300,300,5,10:05,2018,
2/5/2018,36,2018,2,5,Mn,-64.800913,-64.08802,1,2,0.4,56,176,300,300,5,10:49,2018,
2/8/2018,39,2018,2,8,Mn,-64.795117,-64.06828,2,2,0.4,56,176,180,300,5,17:01,2018,
2/11/2018,42,2018,2,11,Mn,-64.77396,-64.059657,2,15,1.9148936170212767,56,176,470,470,7.833333333333333,10:14,2018,
2/11/2018,42,2018,2,11,Mn,-64.759947,-64.352247,4,15,1.9148936170212767,56,176,470,470,7.833333333333333,12:20,2018,
2/11/2018,42,2018,2,11,Mn,-64.753833,-64.337655,2,15,1.9148936170212767,56,176,470,470,7.833333333333333,13:06,2018,
2/11/2018,42,2018,2,11,Mn,-64.758017,-64.34483,2,15,1.9148936170212767,56,176,470,470,7.833333333333333,13:34,2018,
2/11/2018,42,2018,2,11,Mn,-64.757578,-64.3361,3,15,1.9148936170212767,56,176,470,470,7.833333333333333,15:27,2018,
2/11/2018,42,2018,2,11,Mn,-64.78572,-64.102367,2,15,1.9148936170212767,56,176,470,470,7.833333333333333,16:40,2018,
2/14/2018,45,2018,2,14,Mn,-64.789278,-63.99256,1,2,0.46153846153846156,56,176,260,260,4.333333333333333,10:39,2018,
2/14/2018,45,2018,2,14,Mn,-64.795452,-63.949637,1,2,0.46153846153846156,56,176,260,260,4.333333333333333,13:29,2018,
2/15/2018,46,2018,2,15,Mn,-64.814758,-64.06892,1,1,0.2222222222222222,56,176,270,270,4.5,13:53,2018,
2/22/2018,53,2018,2,22,Mn,-64.785987,-64.102845,4,4,2,56,176,30,120,2,14:05,2018,
2/23/2018,54,2018,2,23,Mn,-64.802773,-63.98359,3,7,2.1538461538461537,56,176,195,195,3.25,16:39,2018,
2/23/2018,54,2018,2,23,Mn,-64.791443,-64.048297,4,7,2.1538461538461537,56,176,195,195,3.25,17:04,2018,
2/26/2018,57,2018,2,26,Mn,-64.819888,-64.001232,2,3,0.5,56,176,120,360,6,14:28,2018,
2/26/2018,57,2018,2,26,Mn,-64.70801,-64.32635,1,3,0.5,56,176,240,360,6,19:12,2018,
2/27/2018,58,2018,2,27,Mn,-64.77842,-64.079615,1,3,0.8571428571428571,56,176,150,210,3.5,10:44,2018,
2/27/2018,58,2018,2,27,Mn,-64.786463,-64.1396,2,3,0.8571428571428571,56,176,150,210,3.5,11:51,2018,
2/28/2018,59,2018,2,28,Mn,-64.790287,-64.17462,2,2,0.38095238095238093,56,176,180,315,5.25,11:55,2018,
3/1/2018,60,2018,3,1,Mn,-64.812333,-64.07114,2,2,0.48,60,176,130,250,4.166666666666667,11:04,2018,
3/2/2018,61,2018,3,2,Mn,-64.763493,-64.138178,3,8,1.6,60,176,180,300,5,11:31,2018,
3/2/2018,61,2018,3,2,Mn,-64.763493,-64.138178,2,8,1.6,60,176,180,300,5,11:32,2018,
3/2/2018,61,2018,3,2,Mn,-64.76333,-64.138352,3,8,1.6,60,176,180,300,5,11:33,2018,
3/3/2018,62,2018,3,3,Mn,-64.774542,-63.996762,3,3,1,60,176,135,180,3,10:44,2018,
3/4/2018,63,2018,3,4,Mn,-64.773215,-64.130833,2,2,0.8,60,176,150,150,2.5,16:38,2018,
3/5/2018,64,2018,3,5,Mn,-64.791208,-64.06873,3,8,1.1428571428571428,60,176,420,420,7,11:32,2018,
3/5/2018,64,2018,3,5,Mn,-64.775367,-64.16947,2,8,1.1428571428571428,60,176,420,420,7,14:24,2018,
3/5/2018,64,2018,3,5,Mn,-64.771428,-64.141877,1,8,1.1428571428571428,60,176,420,420,7,14:45,2018,
3/5/2018,64,2018,3,5,Mn,-64.785715,-64.107612,2,8,1.1428571428571428,60,176,420,420,7,15:33,2018,
3/6/2018,65,2018,3,6,Mn,-64.80048,-64.160668,4,6,1.6744186046511627,60,176,215,215,3.5833333333333335,12:21,2018,
3/6/2018,65,2018,3,6,Mn,-64.80538,-64.15892,2,6,1.6744186046511627,60,176,215,215,3.5833333333333335,12:57,2018,
3/8/2018,67,2018,3,8,Mn,-64.815403,-64.079385,2,4,0.8,60,176,135,300,5,11:42,2018,
3/8/2018,67,2018,3,8,Mn,-64.801615,-64.011553,2,4,0.8,60,176,165,300,5,15:29,2018,
3/9/2018,68,2018,3,9,Mn,-64.804647,-64.077155,2,2,0.34285714285714286,60,176,350,350,5.833333333333333,14:46,2018,
3/12/2018,71,2018,3,12,Mn,-64.729475,-64.272787,2,3,0.6,60,176,300,300,5,10:42,2018,
3/12/2018,71,2018,3,12,Mn,-64.75812,-64.19379,1,3,0.6,60,176,300,300,5,13:21,2018,
3/17/2018,76,2018,3,17,Mn,-64.778318,-64.074628,2,2,0.6666666666666666,60,176,180,180,3,10:13,2018,
3/19/2018,78,2018,3,19,Mn,-64.747065,-64.131647,2,2,1.2,60,176,100,100,1.6666666666666667,10:56,2018,
3/26/2018,85,2018,3,26,Mn,-64.798718,-64.048697,1,3,0.7058823529411765,60,176,120,255,4.25,11:52,2018,
3/26/2018,85,2018,3,26,Mn,-64.792405,-64.146398,2,3,0.7058823529411765,60,176,135,255,4.25,15:46,2018,
3/29/2018,88,2018,3,29,Mn,-64.764507,-64.109792,2,6,3.1304347826086953,60,176,115,115,1.9166666666666667,10:14,2018,
3/29/2018,88,2018,3,29,Mn,-64.814038,-63.974973,4,6,3.1304347826086953,60,176,115,115,1.9166666666666667,11:30,2018,
3/30/2018,89,2018,3,30,Mn,-64.815653,-63.988532,1,5,1.4285714285714286,60,176,90,210,3.5,10:30,2018,
3/30/2018,89,2018,3,30,Mn,-64.767727,-64.146907,1,5,1.4285714285714286,60,176,120,210,3.5,16:11,2018,
3/30/2018,89,2018,3,30,Mn,-64.767727,-64.146907,1,5,1.4285714285714286,60,176,120,210,3.5,16:11,2018,
3/30/2018,89,2018,3,30,Mn,-64.767793,-64.14678,2,5,1.4285714285714286,60,176,120,210,3.5,16:12,2018,
3/31/2018,90,2018,3,31,Mn,-64.805673,-64.077255,1,4,1.2,60,176,200,200,3.3333333333333335,10:08,2018,
3/31/2018,90,2018,3,31,Mn,-64.817865,-64.013612,3,4,1.2,60,176,200,200,3.3333333333333335,10:59,2018,
4/1/2018,91,2018,4,1,Mn,-64.808795,-64.008966,2,2,0.6666666666666666,2,176,180,180,3,14:24,2018,
1/11/2019,11,2019,1,11,Mn,-64.860556,-64.034444,3,8,1.1162790697674418,271,586,175,430,7.166666666666667,8:05,2019,"FLAG, Off Effort, added manually"
1/11/2019,11,2019,1,11,Mn,-64.749723,-64.16728,1,8,1.1162790697674418,271,586,135,430,7.166666666666667,19:23,2019,
1/11/2019,11,2019,1,11,Mn,-64.749723,-64.16728,4,8,1.1162790697674418,271,586,135,430,7.166666666666667,19:23,2019,
1/12/2019,12,2019,1,12,Mn,-64.798927,-63.893373,2,3,0.8,271,586,225,225,3.75,9:42,2019,
1/12/2019,12,2019,1,12,Mn,-64.803507,-63.96347,1,3,0.8,271,586,225,225,3.75,10:57,2019,
1/13/2019,13,2019,1,13,Mn,-64.798275,-64.164032,2,5,0.8333333333333334,271,586,360,360,6,14:35,2019,
1/13/2019,13,2019,1,13,Mn,-64.823163,-63.810912,3,5,0.8333333333333334,271,586,360,360,6,16:28,2019,
1/14/2019,14,2019,1,14,Mn,-64.75692,-64.100742,1,3,1.5,271,586,120,120,2,13:40,2019,
1/14/2019,14,2019,1,14,Mn,-64.822047,-64.04514,2,3,1.5,271,586,120,120,2,14:44,2019,
1/15/2019,15,2019,1,15,Mn,-64.777018,-64.071085,2,10,0.9090909090909091,271,586,660,660,11,8:12,2019,
1/15/2019,15,2019,1,15,Mn,-64.77364,-64.150955,2,10,0.9090909090909091,271,586,660,660,11,8:58,2019,
1/15/2019,15,2019,1,15,Mn,-64.723508,-64.351132,2,10,0.9090909090909091,271,586,660,660,11,13:05,2019,
1/15/2019,15,2019,1,15,Mn,-64.74012,-64.188802,2,10,0.9090909090909091,271,586,660,660,11,16:41,2019,
1/15/2019,15,2019,1,15,Mn,-64.789563,-64.117378,1,10,0.9090909090909091,271,586,660,660,11,17:13,2019,
1/15/2019,15,2019,1,15,Mn,-64.789563,-64.117378,1,10,0.9090909090909091,271,586,660,660,11,17:51,2019,
1/16/2019,16,2019,1,16,Mn,-64.7834,-64.0759,3,5,2,271,586,150,150,2.5,9:01,2019,
1/16/2019,16,2019,1,16,Mn,-64.7914,-64.0418,1,5,2,271,586,150,150,2.5,9:41,2019,
1/16/2019,16,2019,1,16,Mn,-64.7899,-63.9788,1,5,2,271,586,150,150,2.5,10:11,2019,
1/17/2019,17,2019,1,17,Mn,-64.820345,-64.042627,2,19,2.533333333333333,271,586,360,450,7.5,15:34,2019,
1/17/2019,17,2019,1,17,Mn,-64.823555,-64.051845,1,19,2.533333333333333,271,586,360,450,7.5,15:57,2019,
1/17/2019,17,2019,1,17,Mn,-64.821505,-64.031143,1,19,2.533333333333333,271,586,360,450,7.5,16:19,2019,
1/17/2019,17,2019,1,17,Mn,-64.822483,-64.047945,2,19,2.533333333333333,271,586,360,450,7.5,16:50,2019,
1/17/2019,17,2019,1,17,Mn,-64.824262,-64.058435,2,19,2.533333333333333,271,586,360,450,7.5,17:03,2019,
1/17/2019,17,2019,1,17,Mn,-64.814878,-64.06984,3,19,2.533333333333333,271,586,360,450,7.5,17:23,2019,
1/17/2019,17,2019,1,17,Mn,-64.814867,-64.069922,2,19,2.533333333333333,271,586,360,450,7.5,18:35,2019,
1/17/2019,17,2019,1,17,Mn,-64.805733,-64.07764,3,19,2.533333333333333,271,586,360,450,7.5,19:37,2019,
1/17/2019,17,2019,1,17,Mn,-64.80468,-64.070088,3,19,2.533333333333333,271,586,360,450,7.5,19:59,2019,
1/18/2019,18,2019,1,18,Mn,-64.770887,-64.115153,2,50,12.5,271,586,240,240,4,9:20,2019,
1/18/2019,18,2019,1,18,Mn,-64.76452,-64.111323,4,50,12.5,271,586,240,240,4,9:28,2019,
1/18/2019,18,2019,1,18,Mn,-64.749463,-64.117905,30,50,12.5,271,586,240,240,4,10:11,2019,
1/18/2019,18,2019,1,18,Mn,-64.749193,-64.116565,3,50,12.5,271,586,240,240,4,10:12,2019,
1/18/2019,18,2019,1,18,Mn,-64.751515,-64.116522,3,50,12.5,271,586,240,240,4,10:30,2019,
1/18/2019,18,2019,1,18,Mn,-64.75182,-64.116032,2,50,12.5,271,586,240,240,4,10:31,2019,
1/18/2019,18,2019,1,18,Mn,-64.747167,-64.10522,3,50,12.5,271,586,240,240,4,11:21,2019,
1/18/2019,18,2019,1,18,Mn,-64.754412,-64.165315,1,50,12.5,271,586,240,240,4,12:17,2019,
1/18/2019,18,2019,1,18,Mn,-64.756922,-64.150782,2,50,12.5,271,586,240,240,4,12:32,2019,
1/20/2019,20,2019,1,20,Mn,-64.778025,-64.070508,2,38,7.6,271,586,120,300,5,9:50,2019,
1/20/2019,20,2019,1,20,Mn,-64.79031,-64.073923,1,38,7.6,271,586,120,300,5,10:31,2019,
1/20/2019,20,2019,1,20,Mn,-64.797665,-64.072225,2,38,7.6,271,586,120,300,5,10:52,2019,
1/20/2019,20,2019,1,20,Mn,-64.761517,-64.120213,2,38,7.6,271,586,180,300,5,14:53,2019,
1/20/2019,20,2019,1,20,Mn,-64.752158,-64.126683,4,38,7.6,271,586,180,300,5,15:13,2019,
1/20/2019,20,2019,1,20,Mn,-64.744362,-64.099775,3,38,7.6,271,586,180,300,5,15:15,2019,
1/20/2019,20,2019,1,20,Mn,-64.73655,-64.10325,4,38,7.6,271,586,180,300,5,15:15,2019,
1/20/2019,20,2019,1,20,Mn,-64.753295,-64.126678,20,38,7.6,271,586,180,300,5,15:15,2019,
1/22/2019,22,2019,1,22,Mn,-64.765838,-64.103198,6,32,4,271,586,480,480,8,9:36,2019,
1/22/2019,22,2019,1,22,Mn,-64.77219,-64.203802,2,32,4,271,586,480,480,8,10:02,2019,
1/22/2019,22,2019,1,22,Mn,-64.772228,-64.204847,1,32,4,271,586,480,480,8,10:02,2019,
1/22/2019,22,2019,1,22,Mn,-64.776603,-64.312513,2,32,4,271,586,480,480,8,10:17,2019,
1/22/2019,22,2019,1,22,Mn,-64.773048,-64.316097,1,32,4,271,586,480,480,8,10:22,2019,
1/22/2019,22,2019,1,22,Mn,-64.757745,-64.448295,6,32,4,271,586,480,480,8,14:28,2019,
1/22/2019,22,2019,1,22,Mn,-64.748463,-64.44941,1,32,4,271,586,480,480,8,14:42,2019,
1/22/2019,22,2019,1,22,Mn,-64.7773,-64.275085,1,32,4,271,586,480,480,8,17:02,2019,
1/22/2019,22,2019,1,22,Mn,-64.771923,-64.25389,5,32,4,271,586,480,480,8,17:09,2019,
1/22/2019,22,2019,1,22,Mn,-64.7761,-64.160998,5,32,4,271,586,480,480,8,17:22,2019,
1/22/2019,22,2019,1,22,Mn,-64.776902,-64.141235,2,32,4,271,586,480,480,8,17:27,2019,
1/23/2019,23,2019,1,23,Mn,-64.783690000000007,-64.07539,1,52,8,271,586,390,390,6.5,9:12,2019,
1/23/2019,23,2019,1,23,Mn,-64.794947,-64.09078,2,52,8,271,586,390,390,6.5,9:16,2019,
1/23/2019,23,2019,1,23,Mn,-64.85708,-64.143527,2,52,8,271,586,390,390,6.5,9:40,2019,
1/23/2019,23,2019,1,23,Mn,-64.852747,-64.126375,1,52,8,271,586,390,390,6.5,10:08,2019,
1/23/2019,23,2019,1,23,Mn,-64.8827,-64.029375,2,52,8,271,586,390,390,6.5,12:09,2019,
1/23/2019,23,2019,1,23,Mn,-64.863457,-64.10936,2,52,8,271,586,390,390,6.5,13:21,2019,
1/23/2019,23,2019,1,23,Mn,-64.857468,-64.135922,4,52,8,271,586,390,390,6.5,13:53,2019,
1/23/2019,23,2019,1,23,Mn,-64.855278,-64.159803,2,52,8,271,586,390,390,6.5,14:18,2019,
1/23/2019,23,2019,1,23,Mn,-64.850867,-64.167117,2,52,8,271,586,390,390,6.5,14:35,2019,
1/23/2019,23,2019,1,23,Mn,-64.845875,-64.155083,30,52,8,271,586,390,390,6.5,15:00,2019,
1/23/2019,23,2019,1,23,Mn,-64.84524,-64.153892,2,52,8,271,586,390,390,6.5,15:05,2019,
1/23/2019,23,2019,1,23,Mn,-64.78405,-64.053783,1,52,8,271,586,390,390,6.5,15:27,2019,
1/23/2019,23,2019,1,23,Mn,-64.781288,-64.066258,1,52,8,271,586,390,390,6.5,15:28,2019,
1/26/2019,26,2019,1,26,Mn,-64.774587,-64.112557,2,8,1.5483870967741935,271,586,200,310,5.166666666666667,9:02,2019,
1/26/2019,26,2019,1,26,Mn,-64.787413,-64.098285,1,8,1.5483870967741935,271,586,200,310,5.166666666666667,9:53,2019,
1/26/2019,26,2019,1,26,Mn,-64.810217,-64.072668,1,8,1.5483870967741935,271,586,200,310,5.166666666666667,10:20,2019,
1/26/2019,26,2019,1,26,Mn,-64.7922,-63.986198,2,8,1.5483870967741935,271,586,200,310,5.166666666666667,11:18,2019,
1/26/2019,26,2019,1,26,Mn,-64.781525,-64.04945,2,8,1.5483870967741935,271,586,200,310,5.166666666666667,11:46,2019,
1/27/2019,27,2019,1,27,Mn,-64.806827,-64.045508,2,2,0.34782608695652173,271,586,255,345,5.75,16:01,2019,
1/28/2019,28,2019,1,28,Mn,-64.783598,-64.125165,4,8,1.28,271,586,375,375,6.25,11:36,2019,
1/28/2019,28,2019,1,28,Mn,-64.776055,-64.297183,1,8,1.28,271,586,375,375,6.25,13:00,2019,
1/28/2019,28,2019,1,28,Mn,-64.727557,-64.240245,1,8,1.28,271,586,375,375,6.25,15:48,2019,
1/28/2019,28,2019,1,28,Mn,-64.720052,-64.232427,2,8,1.28,271,586,375,375,6.25,16:08,2019,
1/29/2019,29,2019,1,29,Mn,-64.81899,-64.085118,2,8,1.1428571428571428,271,586,120,420,7,13:49,2019,
1/29/2019,29,2019,1,29,Mn,-64.742485,-64.252642,1,8,1.1428571428571428,271,586,300,420,7,19:42,2019,
1/29/2019,29,2019,1,29,Mn,-64.743018,-64.210412,3,8,1.1428571428571428,271,586,300,420,7,19:50,2019,
1/29/2019,29,2019,1,29,Mn,-64.777012,-64.069377,2,8,1.1428571428571428,271,586,300,420,7,20:26,2019,
1/31/2019,31,2019,1,31,Mn,-64.79521,-64.056468,1,20,2.4242424242424243,271,586,405,495,8.25,9:09,2019,
1/31/2019,31,2019,1,31,Mn,-64.816537,-64.04547,1,20,2.4242424242424243,271,586,405,495,8.25,9:44,2019,
1/31/2019,31,2019,1,31,Mn,-64.776412,-64.132258,2,20,2.4242424242424243,271,586,405,495,8.25,11:28,2019,
1/31/2019,31,2019,1,31,Mn,-64.774275,-64.133165,2,20,2.4242424242424243,271,586,405,495,8.25,11:31,2019,
1/31/2019,31,2019,1,31,Mn,-64.773175,-64.135722,2,20,2.4242424242424243,271,586,405,495,8.25,11:34,2019,
1/31/2019,31,2019,1,31,Mn,-64.765075,-64.1298,2,20,2.4242424242424243,271,586,405,495,8.25,13:31,2019,
1/31/2019,31,2019,1,31,Mn,-64.758395,-64.124178,2,20,2.4242424242424243,271,586,405,495,8.25,13:32,2019,
1/31/2019,31,2019,1,31,Mn,-64.757342,-64.125923,3,20,2.4242424242424243,271,586,405,495,8.25,14:05,2019,
1/31/2019,31,2019,1,31,Mn,-64.759712,-64.135118,2,20,2.4242424242424243,271,586,405,495,8.25,14:16,2019,
1/31/2019,31,2019,1,31,Mn,-64.75736,-64.132987,1,20,2.4242424242424243,271,586,405,495,8.25,15:00,2019,
1/31/2019,31,2019,1,31,Mn,-64.755403,-64.124043,1,20,2.4242424242424243,271,586,405,495,8.25,15:22,2019,
1/31/2019,31,2019,1,31,Mn,-64.78593,-64.092957,1,20,2.4242424242424243,271,586,90,495,8.25,19:36,2019,
2/1/2019,32,2019,2,1,Mn,-64.765862,-64.119683,1,1,1.3333333333333333,286,586,45,45,0.75,9:51,2019,
2/2/2019,33,2019,2,2,Mn,-64.788512,-64.098128,2,32,6.4,286,586,240,300,5,8:59,2019,
2/2/2019,33,2019,2,2,Mn,-64.793643,-64.104107,1,32,6.4,286,586,240,300,5,9:09,2019,
2/2/2019,33,2019,2,2,Mn,-64.786815,-64.179642,6,32,6.4,286,586,240,300,5,9:19,2019,
2/2/2019,33,2019,2,2,Mn,-64.783278,-64.217537,2,32,6.4,286,586,240,300,5,9:24,2019,
2/2/2019,33,2019,2,2,Mn,-64.77386,-64.215717,1,32,6.4,286,586,240,300,5,10:57,2019,
2/2/2019,33,2019,2,2,Mn,-64.772315,-64.20064,1,32,6.4,286,586,240,300,5,11:14,2019,
2/2/2019,33,2019,2,2,Mn,-64.772452,-64.201075,1,32,6.4,286,586,240,300,5,11:14,2019,
2/2/2019,33,2019,2,2,Mn,-64.770292,-64.19479,5,32,6.4,286,586,240,300,5,11:16,2019,
2/2/2019,33,2019,2,2,Mn,-64.779265,-64.171158,2,32,6.4,286,586,240,300,5,11:42,2019,
2/2/2019,33,2019,2,2,Mn,-64.784702,-64.118922,1,32,6.4,286,586,240,300,5,11:55,2019,
2/2/2019,33,2019,2,2,Mn,-64.788743,-64.08735,2,32,6.4,286,586,240,300,5,12:11,2019,
2/2/2019,33,2019,2,2,Mn,-64.785512,-64.08571,2,32,6.4,286,586,240,300,5,12:31,2019,
2/2/2019,33,2019,2,2,Mn,-64.775198,-64.070275,1,32,6.4,286,586,60,300,5,16:10,2019,
2/2/2019,33,2019,2,2,Mn,-64.776563,-64.098488,2,32,6.4,286,586,60,300,5,16:19,2019,
2/2/2019,33,2019,2,2,Mn,-64.772912,-64.111607,3,32,6.4,286,586,60,300,5,16:44,2019,
2/5/2019,36,2019,2,5,Mn,-64.948889,-64.188056,3,9,2.25,286,586,135,240,4,8:20,2019,
2/5/2019,36,2019,2,5,Mn,-64.974444,-64.177778,1,9,2.25,286,586,135,240,4,8:28,2019,
2/5/2019,36,2019,2,5,Mn,-64.986944,-64.191389,1,9,2.25,286,586,135,240,4,9:59,2019,
2/5/2019,36,2019,2,5,Mn,-64.759132,-64.105568,1,9,2.25,286,586,105,240,4,16:20,2019,
2/5/2019,36,2019,2,5,Mn,-64.757857,-64.10821,1,9,2.25,286,586,105,240,4,16:34,2019,
2/5/2019,36,2019,2,5,Mn,-64.755357,-64.109957,1,9,2.25,286,586,105,240,4,16:54,2019,
2/5/2019,36,2019,2,5,Mn,-64.751753,-64.097682,1,9,2.25,286,586,105,240,4,17:22,2019,
2/7/2019,38,2019,2,7,Mn,-64.789432,-64.106617,30,55,13.75,286,586,150,240,4,9:21,2019,
2/7/2019,38,2019,2,7,Mn,-64.799268,-64.185833,2,55,13.75,286,586,150,240,4,10:19,2019,
2/7/2019,38,2019,2,7,Mn,-64.781083,-64.130113,2,55,13.75,286,586,150,240,4,10:35,2019,
2/7/2019,38,2019,2,7,Mn,-64.781557,-64.072978,10,55,13.75,286,586,90,240,4,13:11,2019,
2/7/2019,38,2019,2,7,Mn,-64.775168,-64.08746,3,55,13.75,286,586,90,240,4,13:30,2019,
2/7/2019,38,2019,2,7,Mn,-64.77643,-64.093865,4,55,13.75,286,586,90,240,4,13:41,2019,
2/7/2019,38,2019,2,7,Mn,-64.761173,-64.119795,4,55,13.75,286,586,90,240,4,14:05,2019,
2/8/2019,39,2019,2,8,Mn,-64.783952,-64.069363,3,3,2,286,586,90,90,1.5,14:56,2019,
2/9/2019,40,2019,2,9,Mn,-64.770187,-64.136542,1,53,12.470588235294118,286,586,255,255,4.25,16:40,2019,
2/9/2019,40,2019,2,9,Mn,-64.769152,-64.185622,2,53,12.470588235294118,286,586,255,255,4.25,16:48,2019,
2/9/2019,40,2019,2,9,Mn,-64.766202,-64.183123,1,53,12.470588235294118,286,586,255,255,4.25,17:01,2019,
2/9/2019,40,2019,2,9,Mn,-64.768252,-64.203452,1,53,12.470588235294118,286,586,255,255,4.25,17:07,2019,
2/9/2019,40,2019,2,9,Mn,-64.775033,-64.278573,1,53,12.470588235294118,286,586,255,255,4.25,17:23,2019,
2/9/2019,40,2019,2,9,Mn,-64.777483,-64.323835,2,53,12.470588235294118,286,586,255,255,4.25,17:37,2019,
2/9/2019,40,2019,2,9,Mn,-64.757492,-64.337978,2,53,12.470588235294118,286,586,255,255,4.25,18:41,2019,
2/9/2019,40,2019,2,9,Mn,-64.746428,-64.347495,3,53,12.470588235294118,286,586,255,255,4.25,18:52,2019,
2/9/2019,40,2019,2,9,Mn,-64.746565,-64.3493,4,53,12.470588235294118,286,586,255,255,4.25,19:06,2019,
2/9/2019,40,2019,2,9,Mn,-64.746795,-64.351307,4,53,12.470588235294118,286,586,255,255,4.25,19:08,2019,
2/9/2019,40,2019,2,9,Mn,-64.74371,-64.353425,10,53,12.470588235294118,286,586,255,255,4.25,19:17,2019,
2/9/2019,40,2019,2,9,Mn,-64.741502,-64.32627,3,53,12.470588235294118,286,586,255,255,4.25,19:33,2019,
2/9/2019,40,2019,2,9,Mn,-64.741152,-64.265425,4,53,12.470588235294118,286,586,255,255,4.25,19:51,2019,
2/9/2019,40,2019,2,9,Mn,-64.750108,-64.168005,2,53,12.470588235294118,286,586,255,255,4.25,20:10,2019,
2/9/2019,40,2019,2,9,Mn,-64.755897,-64.15493,10,53,12.470588235294118,286,586,255,255,4.25,20:18,2019,
2/9/2019,40,2019,2,9,Mn,-64.761997,-64.120942,2,53,12.470588235294118,286,586,255,255,4.25,20:27,2019,
2/9/2019,40,2019,2,9,Mn,-64.768857,-64.108343,1,53,12.470588235294118,286,586,255,255,4.25,20:33,2019,
2/11/2019,42,2019,2,11,Mn,-64.780342,-64.077098,2,6,2.4,286,586,150,150,2.5,10:11,2019,
2/11/2019,42,2019,2,11,Mn,-64.818478,-64.018473,3,6,2.4,286,586,150,150,2.5,11:08,2019,
2/11/2019,42,2019,2,11,Mn,-64.790773,-64.08873,1,6,2.4,286,586,150,150,2.5,12:01,2019,
2/12/2019,43,2019,2,12,Mn,-64.767212,-64.11663,3,24,5.333333333333333,286,586,120,270,4.5,9:45,2019,
2/12/2019,43,2019,2,12,Mn,-64.767212,-64.11663,6,24,5.333333333333333,286,586,120,270,4.5,9:45,2019,
2/12/2019,43,2019,2,12,Mn,-64.776692,-64.10327,1,24,5.333333333333333,286,586,120,270,4.5,11:54,2019,
2/12/2019,43,2019,2,12,Mn,-64.776607,-64.065943,3,24,5.333333333333333,286,586,150,270,4.5,14:39,2019,
2/12/2019,43,2019,2,12,Mn,-64.776443,-64.074503000000007,4,24,5.333333333333333,286,586,150,270,4.5,15:03,2019,
2/12/2019,43,2019,2,12,Mn,-64.78362,-64.080227,2,24,5.333333333333333,286,586,150,270,4.5,15:22,2019,
2/12/2019,43,2019,2,12,Mn,-64.78203,-64.08599,2,24,5.333333333333333,286,586,150,270,4.5,15:34,2019,
2/12/2019,43,2019,2,12,Mn,-64.752943,-64.12551,3,24,5.333333333333333,286,586,150,270,4.5,15:54,2019,
2/13/2019,44,2019,2,13,Mn,-64.801442,-63.86513,3,7,3.5,286,586,120,120,2,11:11,2019,
2/13/2019,44,2019,2,13,Mn,-64.797858,-63.970257,1,7,3.5,286,586,120,120,2,11:29,2019,
2/13/2019,44,2019,2,13,Mn,-64.788498,-64.029617,3,7,3.5,286,586,120,120,2,11:33,2019,
2/14/2019,45,2019,2,14,Mn,-64.824437,-63.831955,1,13,3.466666666666667,286,586,135,225,3.75,10:02,2019,
