Transect,Species,Count,Time,Date
Gentoo,UNSK,1,13:09,12/18/2018
Gentoo,WISP,1,13:15,12/18/2018
Gentoo,UNSK,1,13:19,12/18/2018
Gentoo,GIPE,1,13:27,12/18/2018
Gentoo,WISP,1,13:28,12/18/2018
Gentoo,WISP,1,13:35,12/18/2018
Gentoo,UNTE,2,13:40,12/18/2018
Gentoo,UNSK,1,13:43,12/18/2018
Gentoo,GEPE,10,13:49,12/18/2018
Gentoo,UNSK,1,13:49,12/18/2018
Gentoo,UNSK,1,14:03,12/18/2018
Gentoo,UNSK,1,14:05,12/18/2018
Gentoo,GEPE,4,14:09,12/18/2018
Gentoo,GIPE,1,14:17,12/18/2018
Gentoo,UNSK,1,14:35,12/18/2018
Gentoo,UNSK,1,14:38,12/18/2018
Gentoo,UNSK,1,14:43,12/18/2018
Gentoo,GEPE,3,14:51,12/18/2018
Gentoo,GEPE,1,14:53,12/18/2018
Gentoo,UNSK,1,15:01,12/18/2018
Gentoo,HUWH,2,11:15,1/4/2019
Gentoo,GEPE,1,11:19,1/4/2019
Gentoo,WISP,1,11:24,1/4/2019
Gentoo,GEPE,6,11:44,1/4/2019
Gentoo,GEPE,1,11:52,1/4/2019
Gentoo,GEPE,5,12:01,1/4/2019
Gentoo,GEPE,15,12:12,1/4/2019
Gentoo,UNSK,1,12:39,1/4/2019
Gentoo,SOFU,1,12:52,1/4/2019
Gentoo,UNSK,1,13:00,1/4/2019
Gentoo,UNSK,1,13:03,1/4/2019
Gentoo,WISP,1,13:05,1/4/2019
Gentoo,WISP,1,13:07,1/4/2019
Gentoo,UNSK,1,13:09,1/4/2019
Gentoo,UNSK,1,13:11,1/4/2019
Gentoo,UNSK,1,13:12,1/4/2019
Gentoo,GEPE,2,13:14,1/4/2019
Gentoo,UNSK,1,13:21,1/4/2019
Gentoo,UNSK,1,13:23,1/4/2019
Gentoo,UNTE,1,13:23,1/4/2019
Gentoo,WISP,1,13:28,1/4/2019
Gentoo,UNSK,1,13:33,1/4/2019
Gentoo,UNSK,1,13:35,1/4/2019
Gentoo,GEPE,3,13:38,1/4/2019
Gentoo,UNPE,2,13:39,1/4/2019
Gentoo,WISP,1,13:42,1/4/2019
Gentoo,UNPE,5,13:43,1/4/2019
Gentoo,UNPE,4,13:46,1/4/2019
Gentoo,ADPE,2,13:48,1/4/2019
Gentoo,UNSK,1,13:48,1/4/2019
Gentoo,UNSK,1,13:53,1/4/2019
Gentoo,UNTE,2,13:53,1/4/2019
Gentoo,GEPE,3,13:58,1/4/2019
Gentoo,UNSK,1,14:17,1/4/2019
Gentoo,UNPE,4,14:42,1/4/2019
Gentoo,UNSK,1,14:48,1/4/2019
Gentoo,UNTE,2,14:53,1/4/2019
Gentoo,UNPE,1,14:57,1/4/2019
Gentoo,UNSK,1,14:57,1/4/2019
Gentoo,GEPE,15,15:04,1/4/2019
Gentoo,CRSE,2,15:04,1/4/2019
Gentoo,LESE,1,15:08,1/4/2019
Gentoo,GEPE,8,15:08,1/4/2019
Gentoo,GEPE,1,15:11,1/4/2019
Gentoo,GEPE,4,15:11,1/4/2019
Gentoo,GEPE,2,15:16,1/4/2019
Gentoo,HUWH,2,9:54,1/8/2019
Gentoo,WISP,1,10:42,1/8/2019
Gentoo,GEPE,2,10:43,1/8/2019
Gentoo,UNSK,2,10:49,1/8/2019
Gentoo,WISP,1,10:55,1/8/2019
Gentoo,UNSK,1,10:55,1/8/2019
Gentoo,GEPE,1,10:56,1/8/2019
Gentoo,GEPE,3,11:06,1/8/2019
Gentoo,WISP,1,11:07,1/8/2019
Gentoo,UNSK,1,11:07,1/8/2019
Gentoo,GEPE,20,11:08,1/8/2019
Gentoo,UNSK,2,11:12,1/8/2019
Gentoo,GEPE,10,11:17,1/8/2019
Gentoo,UNSK,1,11:19,1/8/2019
Gentoo,GIPE,1,11:26,1/8/2019
Gentoo,WISP,1,11:26,1/8/2019
Gentoo,GEPE,1,11:27,1/8/2019
Gentoo,GEPE,2,11:30,1/8/2019
Gentoo,UNSK,1,11:30,1/8/2019
Gentoo,UNSK,1,11:32,1/8/2019
Gentoo,UNSK,1,11:47,1/8/2019
Gentoo,GEPE,1,11:51,1/8/2019
Gentoo,ADPE,3,11:53,1/8/2019
Gentoo,HUWH,5,11:53,1/8/2019
Gentoo,ADPE,20,12:04,1/8/2019
Gentoo,GEPE,10,12:43,1/8/2019
Gentoo,ADPE,15,12:47,1/8/2019
Gentoo,GIPE,1,13:15,1/8/2019
Gentoo,WISP,1,13:19,1/8/2019
Gentoo,UNPE,1,13:19,1/8/2019
Gentoo,UNSK,1,13:22,1/8/2019
Gentoo,UNPE,1,13:53,1/8/2019
Gentoo,UNSK,1,13:36,1/8/2019
Gentoo,GEPE,1,13:56,1/8/2019
Gentoo,GEPE,1,14:00,1/8/2019
Gentoo,UNSK,1,14:03,1/8/2019
Gentoo,GEPE,2,14:06,1/8/2019
Gentoo,WISP,1,14:07,1/8/2019
Gentoo,UNSK,1,14:11,1/8/2019
Gentoo,WISP,1,14:16,1/8/2019
Gentoo,GIPE,1,14:20,1/8/2019
Gentoo,UNPE,5,14:21,1/8/2019
Gentoo,GIPE,1,14:23,1/8/2019
Gentoo,UNSK,1,14:29,1/8/2019
Gentoo,WISP,1,14:32,1/8/2019
Gentoo,HUWH,1,14:34,1/8/2019
Gentoo,UNSK,1,15:02,1/8/2019
Gentoo,KEGU,4,15:02,1/8/2019
Gentoo,UNSK,1,15:07,1/8/2019
Gentoo,WISP,1,15:09,1/8/2019
Gentoo,UNPE,2,15:15,1/8/2019
Gentoo,GEPE,1,15:18,1/8/2019
Gentoo,UNPE,3,15:22,1/8/2019
Gentoo,WISP,2,15:22,1/8/2019
Gentoo,UNPE,5,15:22,1/8/2019
Gentoo,UNPE,4,15:25,1/8/2019
Gentoo,BESH,6,15:29,1/8/2019
Gentoo,UNPE,3,15:29,1/8/2019
Gentoo,UNPE,2,15:31,1/8/2019
Gentoo,HUWH,3,11:36,1/15/2019
Gentoo,HUWH,3,11:38,1/15/2019
Gentoo,ADPE,5,11:48,1/15/2019
Gentoo,GEPE,8,11:49,1/15/2019
Gentoo,GEPE,4,11:49,1/15/2019
Gentoo,GEPE,3,11:52,1/15/2019
Gentoo,GEPE,12,11:56,1/15/2019
Gentoo,GEPE,4,11:59,1/15/2019
Gentoo,WISP,1,12:04,1/15/2019
Gentoo,UNPE,10,12:09,1/15/2019
Gentoo,UNPE,10,12:09,1/15/2019
Gentoo,GEPE,3,12:15,1/15/2019
Gentoo,UNSK,1,12:15,1/15/2019
Gentoo,UNSK,2,12:19,1/15/2019
Gentoo,GEPE,7,12:19,1/15/2019
Gentoo,HUWH,7,12:23,1/15/2019
Gentoo,WISP,1,12:27,1/15/2019
Gentoo,WISP,2,12:29,1/15/2019
Gentoo,UNSK,1,12:29,1/15/2019
Gentoo,GEPE,3,12:31,1/15/2019
Gentoo,UNSK,1,12:31,1/15/2019
Gentoo,GIPE,1,12:33,1/15/2019
Gentoo,UNSK,1,12:34,1/15/2019
Gentoo,GEPE,1,12:38,1/15/2019
Gentoo,WISP,2,12:42,1/15/2019
Gentoo,GEPE,5,12:48,1/15/2019
Gentoo,UNPE,1,12:51,1/15/2019
Gentoo,WISP,2,12:58,1/15/2019
Gentoo,UNPE,2,13:09,1/15/2019
Gentoo,HUWH,1,13:15,1/15/2019
Gentoo,UNSK,1,13:19,1/15/2019
Gentoo,UNPE,1,13:22,1/15/2019
Gentoo,HUWH,1,13:22,1/15/2019
Gentoo,GEPE,2,13:22,1/15/2019
Gentoo,ADPE,1,13:22,1/15/2019
Gentoo,GEPE,2,13:22,1/15/2019
Gentoo,GIPE,1,13:35,1/15/2019
Gentoo,GEPE,1,13:42,1/15/2019
Gentoo,UNSK,2,13:43,1/15/2019
Gentoo,GEPE,1,13:48,1/15/2019
Gentoo,UNSK,1,13:57,1/15/2019
Gentoo,WISP,1,13:58,1/15/2019
Gentoo,GIPE,1,14:14,1/15/2019
Gentoo,HUWH,1,14:15,1/15/2019
Gentoo,GIPE,1,14:19,1/15/2019
Gentoo,UNSK,1,14:24,1/15/2019
Gentoo,UNSK,1,14:25,1/15/2019
Gentoo,GEPE,3,14:25,1/15/2019
Gentoo,UNSK,1,14:27,1/15/2019
Gentoo,GEPE,3,14:31,1/15/2019
Gentoo,GEPE,2,14:34,1/15/2019
Gentoo,UNSK,1,14:35,1/15/2019
Gentoo,WISP,1,14:35,1/15/2019
Gentoo,HUWH,1,14:38,1/15/2019
Gentoo,WISP,1,14:47,1/15/2019
Gentoo,UNSK,1,15:03,1/15/2019
Gentoo,HUWH,2,15:04,1/15/2019
Gentoo,HUWH,2,15:07,1/15/2019
Gentoo,UNSK,1,15:12,1/15/2019
Gentoo,UNSK,1,15:19,1/15/2019
Gentoo,HUWH,4,15:19,1/15/2019
Gentoo,GIPE,1,15:19,1/15/2019
Gentoo,GEPE,10,15:19,1/15/2019
Gentoo,UNSK,6,15:19,1/15/2019
Gentoo,GEPE,1,15:24,1/15/2019
Gentoo,UNSK,2,15:26,1/15/2019
Gentoo,UNSK,1,15:28,1/15/2019
Gentoo,GEPE,8,15:33,1/15/2019
Gentoo,UNPE,1,15:34,1/15/2019
Gentoo,UNPE,7,15:36,1/15/2019
Gentoo,WISP,1,15:37,1/15/2019
Gentoo,UNPE,1,15:40,1/15/2019
Gentoo,UNSK,,15:40,1/15/2019
Gentoo,GEPE,1,15:42,1/15/2019
Gentoo,GEPE,6,15:43,1/15/2019
Gentoo,WISP,1,15:43,1/15/2019
Gentoo,GEPE,5,15:44,1/15/2019
Gentoo,WISP,1,15:45,1/15/2019
Gentoo,GEPE,4,15:46,1/15/2019
Gentoo,GEPE,5,15:47,1/15/2019
Gentoo,WISP,1,15:47,1/15/2019
Gentoo,GEPE,25,15:49,1/15/2019
Gentoo,GEPE,4,15:50,1/15/2019
Gentoo,UNPE,3,15:52,1/15/2019
Gentoo,UNPE,3,15:54,1/15/2019
Gentoo,GIPE,3,15:54,1/15/2019
Gentoo,GEPE,6,15:58,1/15/2019
Gentoo,GEPE,4,16:00,1/15/2019
Adelie,HUWH,1,9:47,1/19/2019
Adelie,HUWH,5,10:56,1/19/2019
Adelie,UNSK,1,11:03,1/19/2019
Adelie,GIPE,1,11:22,1/19/2019
Adelie,UNSK,1,11:56,1/19/2019
Adelie,GIPE,1,12:00,1/19/2019
Adelie,UNSK,1,12:05,1/19/2019
Adelie,UNSK,1,12:29,1/19/2019
Adelie,WISP,1,13:17,1/19/2019
Adelie,HUWH,1,13:31,1/19/2019
Adelie,HUWH,4,13:34,1/19/2019
Adelie,WISP,1,13:56,1/19/2019
Adelie,UNSK,1,14:00,1/19/2019
Adelie,WISP,1,14:15,1/19/2019
Adelie,UNSK,1,14:17,1/19/2019
Adelie,UNSK,1,14:20,1/19/2019
Adelie,UNSK,1,14:25,1/19/2019
Adelie,WISP,1,14:30,1/19/2019
Adelie,WISP,1,14:31,1/19/2019
Adelie,UNSK,1,14:42,1/19/2019
Adelie,WISP,1,14:42,1/19/2019
Adelie,UNSK,1,14:46,1/19/2019
Adelie,HUWH,2,14:54,1/19/2019
Adelie,UNSK,1,14:54,1/19/2019
Adelie,UNSK,3,15:04,1/19/2019
Adelie,HUWH,2,10:21,1/23/2019
Adelie,GIPE,1,10:38,1/23/2019
Adelie,WISP,1,11:23,1/23/2019
Adelie,UNSK,1,11:30,1/23/2019
Adelie,UNSK,1,11:39,1/23/2019
Adelie,GIPE,1,11:47,1/23/2019
Adelie,UNSK,1,11:49,1/23/2019
Adelie,UNSK,1,11:51,1/23/2019
Adelie,UNSK,1,11:55,1/23/2019
Adelie,UNSK,1,12:04,1/23/2019
Adelie,GIPE,1,12:06,1/23/2019
Adelie,WISP,1,12:07,1/23/2019
Adelie,UNSK,1,12:08,1/23/2019
Adelie,WISP,1,12:14,1/23/2019
Adelie,ADPE,1,12:25,1/23/2019
Adelie,GIPE,1,12:27,1/23/2019
Adelie,UNSK,1,12:44,1/23/2019
Adelie,HUWH,2,13:13,1/23/2019
Adelie,HUWH,3,13:17,1/23/2019
Adelie,WISP,1,13:21,1/23/2019
Adelie,UNSK,1,13:23,1/23/2019
Adelie,HUWH,2,13:31,1/23/2019
Adelie,UNPE,1,13:33,1/23/2019
Adelie,WISP,1,14:01,1/23/2019
Adelie,HUWH,2,14:11,1/23/2019
Adelie,WISP,1,14:14,1/23/2019
Adelie,WISP,1,14:18,1/23/2019
Adelie,WISP,1,14:25,1/23/2019
Adelie,UNSK,1,14:33,1/23/2019
Adelie,HUWH,2,15:14,1/23/2019
Adelie,WISP,1,15:27,1/23/2019
Gentoo,WISP,1,10:26,1/26/2019
Gentoo,UNSK,1,10:33,1/26/2019
Gentoo,UNPE,1,10:50,1/26/2019
Gentoo,WISP,1,10:50,1/26/2019
Gentoo,UNSK,1,10:54,1/26/2019
Gentoo,GEPE,2,10:54,1/26/2019
Gentoo,GEPE,1,10:56,1/26/2019
Gentoo,UNSK,1,11:13,1/26/2019
Gentoo,UNSK,1,11:16,1/26/2019
Gentoo,UNPE,1,11:18,1/26/2019
Gentoo,GEPE,6,11:20,1/26/2019
Gentoo,ADPE,1,11:20,1/26/2019
Gentoo,UNPE,1,11:20,1/26/2019
Gentoo,UNSK,1,11:23,1/26/2019
Gentoo,WISP,1,11:23,1/26/2019
Gentoo,ADPE,2,11:23,1/26/2019
Gentoo,UNSK,1,11:34,1/26/2019
Gentoo,WISP,1,11:55,1/26/2019
Gentoo,ADPE,1,11:56,1/26/2019
Gentoo,UNPE,1,11:56,1/26/2019
Gentoo,WISP,1,12:00,1/26/2019
Gentoo,GEPE,2,12:07,1/26/2019
Gentoo,WISP,1,12:17,1/26/2019
Gentoo,UNSK,1,12:17,1/26/2019
Gentoo,UNPE,2,12:22,1/26/2019
Gentoo,HUWH,1,12:22,1/26/2019
Gentoo,WISP,1,12:31,1/26/2019
Gentoo,GEPE,1,12:33,1/26/2019
Gentoo,UNSK,1,12:34,1/26/2019
Gentoo,UNSK,1,12:34,1/26/2019
Gentoo,UNPE,2,12:53,1/26/2019
Gentoo,GEPE,1,13:01,1/26/2019
Gentoo,UNSK,1,13:22,1/26/2019
Gentoo,GEPE,1,13:23,1/26/2019
Gentoo,WISP,1,13:24,1/26/2019
Gentoo,WISP,1,13:25,1/26/2019
Gentoo,GEPE,1,13:28,1/26/2019
Gentoo,GEPE,1,13:28,1/26/2019
Gentoo,ADPE,1,13:30,1/26/2019
Gentoo,UNSK,1,13:32,1/26/2019
Gentoo,UNSK,1,13:34,1/26/2019
Gentoo,UNSK,1,13:36,1/26/2019
Gentoo,UNSK,1,13:41,1/26/2019
Gentoo,GEPE,1,13:41,1/26/2019
Gentoo,UNSK,1,13:45,1/26/2019
Gentoo,GEPE,1,13:49,1/26/2019
Gentoo,WISP,1,13:59,1/26/2019
Gentoo,HUWH,2,14:01,1/26/2019
Gentoo,WISP,1,14:01,1/26/2019
Gentoo,GEPE,3,10:43,1/29/2019
Gentoo,GEPE,6,10:45,1/29/2019
Gentoo,GEPE,3,10:49,1/29/2019
Gentoo,UNPE,20,10:54,1/29/2019
Gentoo,UNPE,10,10:57,1/29/2019
Gentoo,GEPE,15,10:57,1/29/2019
Gentoo,GEPE,12,10:59,1/29/2019
Gentoo,GEPE,8,10:59,1/29/2019
Gentoo,WISP,1,11:05,1/29/2019
Gentoo,GEPE,8,11:05,1/29/2019
Gentoo,WISP,1,11:08,1/29/2019
Gentoo,GEPE,10,11:08,1/29/2019
Gentoo,WISP,1,11:15,1/29/2019
Gentoo,HUWH,1,11:18,1/29/2019
Gentoo,GIPE,1,11:18,1/29/2019
Gentoo,UNSK,1,11:23,1/29/2019
Gentoo,GEPE,8,11:23,1/29/2019
Gentoo,GEPE,6,11:27,1/29/2019
Gentoo,HUWH,1,11:28,1/29/2019
Gentoo,WISP,1,11:30,1/29/2019
Gentoo,UNSK,1,11:31,1/29/2019
Gentoo,GEPE,8,11:34,1/29/2019
Gentoo,HUWH,1,11:35,1/29/2019
Gentoo,GEPE,8,11:35,1/29/2019
Gentoo,UNTE,1,11:35,1/29/2019
Gentoo,HUWH,2,11:37,1/29/2019
Gentoo,HUWH,4,11:38,1/29/2019
Gentoo,UNSK,1,11:38,1/29/2019
Gentoo,UNPE,1,11:40,1/29/2019
Gentoo,WISP,1,11:44,1/29/2019
Gentoo,UNTE,1,11:44,1/29/2019
Gentoo,GEPE,2,11:44,1/29/2019
Gentoo,WISP,1,12:07,1/29/2019
Gentoo,HUWH,1,12:09,1/29/2019
Gentoo,WISP,1,12:09,1/29/2019
Gentoo,GEPE,2,12:15,1/29/2019
Gentoo,WISP,2,12:21,1/29/2019
Gentoo,GEPE,8,12:23,1/29/2019
Gentoo,GEPE,1,12:23,1/29/2019
Gentoo,GIPE,1,12:27,1/29/2019
Gentoo,UNPE,2,12:28,1/29/2019
Gentoo,UNPE,5,12:37,1/29/2019
Gentoo,WISP,1,12:38,1/29/2019
Gentoo,GIPE,1,12:41,1/29/2019
Gentoo,GEPE,5,12:41,1/29/2019
Gentoo,HUWH,2,12:44,1/29/2019
Gentoo,GEPE,2,12:45,1/29/2019
Gentoo,GEPE,1,12:47,1/29/2019
Gentoo,GEPE,2,12:55,1/29/2019
Gentoo,UNSK,2,12:56,1/29/2019
Gentoo,UNSK,1,13:00,1/29/2019
Gentoo,WISP,1,13:00,1/29/2019
Gentoo,GEPE,5,13:07,1/29/2019
Gentoo,WISP,1,13:07,1/29/2019
Gentoo,UNSK,1,13:07,1/29/2019
Gentoo,UNPE,18,13:07,1/29/2019
Gentoo,WISP,1,13:10,1/29/2019
Gentoo,UNSK,3,13:14,1/29/2019
Gentoo,GEPE,1,13:14,1/29/2019
Gentoo,UNPE,3,13:17,1/29/2019
Gentoo,UNSK,1,13:20,1/29/2019
Gentoo,UNSK,2,13:20,1/29/2019
Gentoo,WISP,1,13:20,1/29/2019
Gentoo,UNPE,2,13:22,1/29/2019
Gentoo,HUWH,1,13:22,1/29/2019
Gentoo,UNPE,1,13:25,1/29/2019
Gentoo,WISP,1,13:25,1/29/2019
Gentoo,GEPE,2,13:27,1/29/2019
Gentoo,GEPE,6,13:30,1/29/2019
Gentoo,WISP,1,13:31,1/29/2019
Gentoo,UNPE,7,13:31,1/29/2019
Gentoo,GEPE,4,13:31,1/29/2019
Gentoo,UNPE,3,13:34,1/29/2019
Gentoo,WISP,1,13:35,1/29/2019
Gentoo,WISP,1,13:36,1/29/2019
Gentoo,GEPE,1,13:38,1/29/2019
Gentoo,WISP,1,13:39,1/29/2019
Gentoo,GEPE,4,13:39,1/29/2019
Gentoo,GEPE,5,13:42,1/29/2019
Gentoo,UNSK,1,13:43,1/29/2019
Gentoo,GEPE,1,13:43,1/29/2019
Gentoo,GEPE,6,13:44,1/29/2019
Gentoo,GEPE,2,13:44,1/29/2019
Gentoo,UNSK,1,13:46,1/29/2019
Gentoo,GEPE,1,13:47,1/29/2019
Gentoo,GEPE,2,13:47,1/29/2019
Gentoo,GIPE,1,13:48,1/29/2019
Gentoo,GEPE,1,13:51,1/29/2019
Gentoo,ADPE,1,13:51,1/29/2019
Gentoo,UNSK,1,13:51,1/29/2019
Gentoo,UNSK,2,13:53,1/29/2019
Gentoo,GEPE,3,13:55,1/29/2019
Gentoo,UNPE,10,13:57,1/29/2019
Gentoo,WISP,1,13:58,1/29/2019
Gentoo,UNSK,2,14:04,1/29/2019
Gentoo,GEPE,7,14:06,1/29/2019
Gentoo,GEPE,3,14:07,1/29/2019
Gentoo,UNSK,2,14:11,1/29/2019
Gentoo,UNSK,1,14:13,1/29/2019
Gentoo,GEPE,1,14:17,1/29/2019
Gentoo,UNSK,1,14:18,1/29/2019
Gentoo,UNPE,1,14:20,1/29/2019
Gentoo,UNSK,2,14:21,1/29/2019
Gentoo,MIWH,1,14:24,1/29/2019
Gentoo,GEPE,13,14:27,1/29/2019
Gentoo,ADPE,2,14:27,1/29/2019
Gentoo,GEPE,15,14:27,1/29/2019
Gentoo,WISP,1,14:27,1/29/2019
Gentoo,GEPE,4,14:30,1/29/2019
Gentoo,UNSK,1,14:31,1/29/2019
Gentoo,GEPE,25,14:33,1/29/2019
Gentoo,UNSK,1,14:36,1/29/2019
Gentoo,GEPE,3,14:37,1/29/2019
Gentoo,GEPE,1,14:37,1/29/2019
Gentoo,ADPE,1,14:37,1/29/2019
Gentoo,UNSK,1,14:40,1/29/2019
Gentoo,UNPE,3,14:42,1/29/2019
Gentoo,UNSK,2,14:44,1/29/2019
Gentoo,GIPE,1,14:44,1/29/2019
Gentoo,WISP,1,14:44,1/29/2019
Gentoo,GIPE,1,14:46,1/29/2019
Gentoo,WISP,19,14:46,1/29/2019
Gentoo,UNSK,1,14:46,1/29/2019
Gentoo,WISP,1,14:49,1/29/2019
Gentoo,GEPE,2,14:49,1/29/2019
Gentoo,GEPE,8,14:51,1/29/2019
Gentoo,UNSK,1,14:51,1/29/2019
Gentoo,UNSK,2,14:53,1/29/2019
Gentoo,GEPE,8,14:55,1/29/2019
Gentoo,UNSK,1,14:55,1/29/2019
Gentoo,GEPE,2,14:57,1/29/2019
Gentoo,ADPE,1,14:58,1/29/2019
Gentoo,GEPE,5,14:58,1/29/2019
Gentoo,UNPE,4,14:59,1/29/2019
Gentoo,UNPE,2,14:59,1/29/2019
Gentoo,UNPE,1,15:00,1/29/2019
Gentoo,UNPE,8,15:01,1/29/2019
Gentoo,GEPE,3,15:03,1/29/2019
Gentoo,GEPE,2,15:03,1/29/2019
Gentoo,GEPE,2,15:04,1/29/2019
Gentoo,UNPE,1,15:06,1/29/2019
Gentoo,GEPE,1,15:06,1/29/2019
Gentoo,WISP,1,15:09,1/29/2019
Gentoo,GEPE,1,15:09,1/29/2019
Gentoo,GEPE,2,15:11,1/29/2019
Gentoo,GEPE,1,15:11,1/29/2019
Adelie,HUWH,9,10:11,1/30/2019
Adelie,UNSK,1,11:47,1/30/2019
Adelie,WISP,1,11:59,1/30/2019
Adelie,GEPE,1,12:10,1/30/2019
Adelie,GIPE,1,12:13,1/30/2019
Adelie,WISP,2,12:13,1/30/2019
Adelie,ADPE,1,12:15,1/30/2019
Adelie,WISP,2,12:15,1/30/2019
Adelie,GIPE,2,12:18,1/30/2019
Adelie,GEPE,4,12:20,1/30/2019
Adelie,WISP,3,12:20,1/30/2019
Adelie,WISP,1,12:22,1/30/2019
Adelie,UNPE,3,12:25,1/30/2019
Adelie,UNSK,1,12:26,1/30/2019
Adelie,WISP,1,12:26,1/30/2019
Adelie,ADPE,3,12:26,1/30/2019
Adelie,UNPE,1,12:29,1/30/2019
Adelie,UNSK,1,12:29,1/30/2019
Adelie,WISP,1,12:30,1/30/2019
Adelie,WISP,1,12:31,1/30/2019
Adelie,ADPE,1,12:31,1/30/2019
Adelie,UNSK,1,12:31,1/30/2019
Adelie,WISP,1,12:33,1/30/2019
Adelie,UNTE,1,12:35,1/30/2019
Adelie,WISP,1,12:35,1/30/2019
Adelie,HUWH,1,12:39,1/30/2019
Adelie,UNSK,1,12:39,1/30/2019
Adelie,WISP,1,12:39,1/30/2019
Adelie,HUWH,2,12:43,1/30/2019
Adelie,WISP,1,12:46,1/30/2019
Adelie,UNSK,1,12:54,1/30/2019
Adelie,WISP,1,12:57,1/30/2019
Adelie,UNSK,1,12:57,1/30/2019
Adelie,ADPE,1,12:57,1/30/2019
Adelie,UNSK,1,13:02,1/30/2019
Adelie,ADPE,3,13:06,1/30/2019
Adelie,UNPE,2,13:08,1/30/2019
Adelie,KEGU,1,13:08,1/30/2019
Adelie,WISP,1,13:11,1/30/2019
Adelie,WISP,1,13:13,1/30/2019
Adelie,UNPE,7,13:16,1/30/2019
Adelie,WISP,1,13:17,1/30/2019
Adelie,UNTE,1,13:19,1/30/2019
Adelie,UNSK,1,13:19,1/30/2019
Adelie,UNPE,3,13:20,1/30/2019
Adelie,UNPE,1,13:21,1/30/2019
Adelie,UNSK,1,13:23,1/30/2019
Adelie,WISP,1,13:23,1/30/2019
Adelie,WISP,1,13:26,1/30/2019
Adelie,UNPE,2,13:28,1/30/2019
Adelie,WISP,1,13:31,1/30/2019
Adelie,HUWH,2,13:37,1/30/2019
Adelie,WISP,1,13:38,1/30/2019
Adelie,UNSK,2,13:41,1/30/2019
Adelie,UNSK,1,13:41,1/30/2019
Adelie,UNSK,1,13:43,1/30/2019
Adelie,UNPE,4,13:47,1/30/2019
Adelie,UNSK,1,13:54,1/30/2019
Adelie,GEPE,6,13:55,1/30/2019
Adelie,UNSK,1,13:56,1/30/2019
Adelie,UNPE,1,13:58,1/30/2019
Adelie,ADPE,1,13:59,1/30/2019
Adelie,UNSK,1,14:01,1/30/2019
Adelie,UNPE,2,14:02,1/30/2019
Adelie,GEPE,3,14:04,1/30/2019
Adelie,UNSK,1,14:08,1/30/2019
Adelie,WISP,3,14:14,1/30/2019
Adelie,WISP,1,14:16,1/30/2019
Adelie,UNSK,1,14:17,1/30/2019
Adelie,WISP,1,14:19,1/30/2019
Adelie,UNSK,1,14:20,1/30/2019
Adelie,WISP,1,14:22,1/30/2019
Adelie,WISP,1,14:27,1/30/2019
Adelie,WISP,1,14:40,1/30/2019
Adelie,WISP,1,14:44,1/30/2019
Adelie,GIPE,1,14:46,1/30/2019
